0 1 0 0 0 1 0 1 0 1 0 1 0 1 0 0 0 1 0 1 0 1 0 1 0 1 0 8.8 33.4
0 1 0 0 0 1 0 1 0 0 0 1 0 1 1 0 0 1 0 1 0 0 1 1 0 4 0 19.2 117.7
0 0 1 1 1 0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 1 1 1 1 0 1 3 8.5 70.0
0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 5.4 114.7
0 1 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 1 0 0 2 4 3.4 30.6
0 0 0 1 1 0 0 0 1 1 0 0 0 1 1 1 1 1 0 1 1 1 1 1 0 0 3 2.0 32.2
0 1 0 1 0 1 0 0 1 1 0 0 0 1 1 1 1 1 0 1 0 1 1 1 0 0 4 5.1 51.3
0 1 1 1 0 1 0 0 1 1 1 0 0 0 0 1 1 0 0 1 0 1 0 1 0 1 3 5.1 28.0
0 1 1 0 1 1 0 0 1 0 1 0 0 1 1 0 1 1 0 0 1 0 1 0 0 2 0 2.5 29.6
0 0 1 0 0 0 0 1 1 1 1 1 0 1 0 0 1 1 0 0 0 1 0 0 0 0 3 4.1 76.8
0 0 1 1 1 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 1 1 1 0 0 4 2 5.3 25.9
0 1 0 1 0 1 0 1 1 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 4 0 6.8 66.5
0 1 0 0 0 1 0 1 1 0 0 1 0 1 1 0 1 1 0 1 0 0 1 1 0 2 1 6.6 28.2
0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 1 0 1 0 1 0 1 0 15.8 153.4
0 1 1 0 0 1 0 1 1 1 1 1 0 0 1 0 1 0 0 0 0 1 1 0 0 2 3 15.9 73.3
0 1 1 0 0 1 0 0 1 1 1 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 2.4 29.6
