0 0 0 1 0 0 1 0 0 1 0 1 1 0 1 0 0 3 1.0 29.7
0 1 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 3 3.0 68.7
0 1 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 3 3.1 34.2
0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 3 1.0 21.0
0 0 0 1 0 0 0 1 0 0 0 1 1 1 1 0 0 3 1.0 24.1
0 0 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 3 1.0 24.7
0 0 0 1 0 0 1 0 0 1 0 1 1 0 1 0 0 3 1.0 30.7
0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 0 3 2.6 33.5
0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 3 1.0 33.7
0 1 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 3 5.0 71.5
0 1 0 1 1 0 1 1 0 1 0 0 1 1 0 0 0 3 2.4 24.0
0 1 0 1 1 0 0 0 0 0 0 1 1 0 1 0 0 3 4.6 28.7
0 0 0 1 0 0 1 1 0 1 0 1 1 1 1 0 0 3 1.0 31.6
0 1 1 0 1 0 1 0 1 1 0 1 0 0 1 0 0 3 10.9 61.6
0 0 0 1 0 0 0 1 0 0 0 1 1 1 1 0 0 3 1.0 26.2
0 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 0 3 7.8 109.5
0 1 0 1 1 0 1 1 0 1 0 1 1 1 1 0 0 3 2.8 26.4
0 1 1 1 1 0 0 1 1 0 0 0 1 1 0 0 0 3 2.8 25.4
0 1 1 0 1 0 1 0 1 1 0 1 0 0 1 0 0 3 7.0 64.1
0 0 0 1 0 0 1 1 0 1 0 1 1 1 1 0 0 3 1.0 30.5
0 1 0 1 1 0 1 0 0 1 0 0 1 0 0 0 0 3 4.4 32.3
0 0 0 1 0 0 1 0 0 1 0 1 1 0 1 0 0 3 1.0 29.8
0 0 1 0 0 0 1 0 1 1 0 1 0 0 1 0 0 3 9.0 76.5
0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 0 3 2.3 32.8
0 0 1 0 0 0 0 1 1 0 0 1 0 1 1 0 0 3 4.4 68.7
0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 0 3 2.8 32.2
0 0 1 1 0 0 1 0 1 1 0 0 1 0 0 0 0 3 4.8 28.3
0 1 1 0 1 0 0 1 1 0 0 1 0 1 1 0 0 3 4.6 54.0
0 1 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 3 4.8 71.2
0 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 0 3 7.0 101.4
0 1 1 0 1 0 1 0 1 1 0 1 0 0 1 0 0 3 6.5 63.2
0 0 1 0 0 0 1 1 1 1 0 1 0 1 1 0 0 3 4.2 66.0
0 1 1 1 1 0 1 0 1 1 0 0 1 0 0 0 0 3 6.8 34.2
0 1 1 1 1 0 0 0 1 0 0 1 1 0 1 0 0 3 3.6 32.8
0 1 0 1 1 0 0 1 0 0 0 1 1 1 1 0 0 3 1.8 37.6
0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 0 0 3 2.3 33.3
0 1 1 1 1 0 1 1 1 1 0 0 1 1 0 0 0 3 4.6 36.9
0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 0 0 3 2.4 33.9
0 0 1 0 0 0 0 1 1 0 0 1 0 1 1 0 0 3 4.0 76.2
0 0 1 0 0 0 1 0 1 1 0 1 0 0 1 0 0 3 5.2 77.3
0 1 1 0 1 0 1 1 1 1 0 1 0 1 1 0 0 3 5.1 55.3
0 1 0 1 1 0 0 1 0 0 0 1 1 1 1 0 0 3 2.6 32.5
0 1 0 1 1 0 0 0 0 0 0 1 1 0 1 0 0 3 3.6 31.6
0 1 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 3 9.0 121.8
0 0 1 1 0 0 0 1 1 0 0 0 1 1 0 0 0 3 2.2 33.1
0 1 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 3 8.0 113.3
0 0 1 0 0 0 1 1 1 1 0 1 0 1 1 0 0 3 4.1 69.6
0 0 1 0 0 0 0 1 1 0 0 1 0 1 1 0 0 3 3.8 72.2
0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 3 -1.0 251.0
0 1 0 0 1 0 1 1 0 1 0 0 0 1 0 0 0 3 8.4 65.6
0 0 0 1 0 0 1 0 0 1 0 1 1 0 1 0 0 3 1.0 27.0
0 1 0 1 1 0 1 1 0 1 0 0 1 1 0 0 0 3 2.9 35.1
0 0 0 1 0 0 1 0 0 1 0 1 1 0 1 0 0 3 1.0 33.3
0 1 0 1 1 0 0 0 0 0 0 1 1 0 1 0 0 3 1.4 35.3
0 1 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 3 12.6 121.4
0 1 1 0 1 0 1 1 1 1 0 0 0 1 0 0 0 3 13.4 65.0
0 1 1 0 1 0 1 0 1 1 0 1 0 0 1 0 0 3 8.8 68.6
0 0 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 3 1.0 33.8
0 1 1 1 1 0 1 1 1 1 0 0 1 1 0 0 0 3 4.5 27.4
0 1 0 1 1 0 0 0 0 0 0 1 1 0 1 0 0 3 2.4 33.7
0 1 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 3 4.5 27.8
0 1 0 1 1 0 1 0 0 1 0 0 1 0 0 0 0 3 6.8 32.9
0 1 1 0 1 0 0 1 1 0 0 0 0 1 0 0 0 3 9.4 70.0
0 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 0 3 12.4 108.7
0 1 1 1 1 0 1 1 1 1 0 0 1 1 0 0 0 3 3.3 29.8
0 1 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 3 3.2 74.6
0 1 1 1 1 0 0 1 1 0 0 0 1 1 0 0 0 3 1.9 23.4
0 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 0 3 10.6 96.4
0 0 1 1 0 0 0 1 1 0 0 0 1 1 0 0 0 3 2.2 36.9
0 0 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 3 1.0 26.7
0 0 0 1 0 0 0 1 0 0 0 1 1 1 1 0 0 3 1.0 27.9
0 0 1 1 0 0 1 0 1 1 0 0 1 0 0 0 0 3 4.2 35.8
0 0 1 1 0 0 0 1 1 0 0 0 1 1 0 0 0 3 3.2 27.1
0 0 1 1 0 0 0 1 1 0 0 1 1 1 1 0 0 3 1.5 28.3
0 1 1 0 1 0 1 0 1 1 0 1 0 0 1 0 0 3 13.5 69.0
0 1 0 1 1 0 1 0 0 1 0 1 1 0 1 0 0 3 3.0 24.7
